brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,cylinders,hp,fi_type,turbo,trans_type,trans_speed,ext_base_color,ext_color_type,int_base_color
INFINITI,Q50 3.0t Signature Edition,2017,67000.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,0,1,23000.0,3.0,V6,300.0,NA,NA,Manual,6.0,Black,Gloss,Black
BMW,340 i,2016,117660.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,1,1,19500.0,3.0,STRAIGHT 6,320.0,NA,NA,Automatic,8.0,White,Gloss,Black
Pontiac,Firebird Trans Am,2001,71448.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,0,1,10500.0,3.8,V6,200.0,NA,NA,Automatic,4.0,Gray,Gloss,Black
Nissan,NV Passenger NV3500 HD SV V8,2015,86000.0,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,0,1,29500.0,5.6,8 CYLINDER,317.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
Lexus,ES 350 Base,2020,15324.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Black,Black,1,0,33364.0,3.5,V6,300.0,PDI,NA,Automatic,8.0,Black,Gloss,Black
BMW,135 is,2013,29400.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,0,1,29000.0,3.0,STRAIGHT 6,320.0,NA,NA,Manual,6.0,White,Gloss,Beige
Lexus,IS 300 Base,2017,68871.0,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,0,1,28450.0,3.5,V6,255.0,NA,NA,Automatic,6.0,Silver,Gloss,Red
Porsche,Cayenne S,2012,126000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,0,1,17999.0,4.8,8 CYLINDER,400.0,NA,NA,Manual,6.0,Silver,Gloss,Gray
Pontiac,Solstice GXP,2007,25718.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,0,1,17900.0,2.0,4 CYLINDER,260.0,NA,NA,Manual,6.0,Yellow,Gloss,Black
Porsche,Panamera Turbo,2015,67210.0,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,1,1,51950.0,4.8,8 CYLINDER,520.0,NA,NA,Manual,6.0,Blue,Gloss,Beige
BMW,X6 xDrive35i,2018,27214.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,1,1,40950.0,3.0,STRAIGHT 6,300.0,NA,NA,Manual,6.0,Black,Gloss,Black
Ford,F-150 Limited,2019,42728.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,0,1,45950.0,3.5,V6,450.0,NA,NA,Manual,6.0,Black,Gloss,Brown
MINI,Cooper S Base,2010,97395.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,0,1,6699.0,1.6,4 CYLINDER,172.0,NA,NA,Manual,6.0,Yellow,Gloss,Black
Mazda,Mazda3 i SV,2015,91700.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,0,1,12000.0,2.0,4 CYLINDER,155.0,NA,NA,Automatic,8.0,Red,Gloss,Black
Mitsubishi,Lancer Evolution MR,2011,94500.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,27000.0,2.0,4 CYLINDER,291.0,NA,NA,Manual,6.0,White,Gloss,Black
Chevrolet,Tahoe LTZ,2014,196300.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,0,1,10995.0,5.3,8 CYLINDER,320.0,NA,NA,Automatic,6.0,Black,Gloss,Black
Cadillac,CTS 3.6L Luxury,2015,54259.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,0,1,19425.0,3.6,V6,300.0,GDI,NA,Automatic,8.0,Miscellaneous,Metallic,Black
Acura,RDX w/Advance Package,2021,36267.0,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,0,0,39798.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,White,Gloss,Miscellaneous
Land,Rover Range Rover Sport Supercharged HSE,2015,175000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,19500.0,3.0,V6,340.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Chevrolet,Suburban 1500 LTZ,2015,159000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,1,1,26900.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,6.0,White,Gloss,Beige
Chevrolet,Camaro 2SS,2016,74000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,1,32000.0,6.2,8 CYLINDER,455.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963.0,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,4-Speed A/T,White,Black,0,1,20995.0,6.0,8 CYLINDER,332.0,NA,NA,Automatic,4.0,White,Gloss,Black
Cadillac,XT5 Luxury,2019,54323.0,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,0,0,27998.0,3.6,NA,310.0,NA,NA,Automatic,8.0,Red,Gloss,Beige
Nissan,Armada SL,2019,59980.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,0,1,29000.0,5.6,8 CYLINDER,390.0,NA,NA,Automatic,7.0,Silver,Gloss,Black
Audi,Q5 S line Premium,2022,10120.0,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,0,0,39998.0,2.0,NA,310.0,TFSI,NA,Automatic,8.0,Blue,Gloss,Gray
BMW,X6 M Base,2017,25000.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,1,1,65000.0,4.4,8 CYLINDER,567.0,NA,NA,Manual,6.0,White,Gloss,Red
BMW,740 i,2012,126000.0,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,1,1,12700.0,3.0,STRAIGHT 6,326.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Toyota,Sequoia TRD Pro,2020,37428.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,0,1,61599.0,5.7,8 CYLINDER,381.0,NA,NA,Automatic,6.0,White,Gloss,Black
Volkswagen,Jetta GLI,2014,99499.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,1,1,15000.0,2.0,4 CYLINDER,210.0,NA,NA,Manual,6.0,Black,Gloss,Black
Honda,Crosstour EX-L,2012,90742.0,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,0,1,12980.0,2.4,4 CYLINDER,192.0,NA,NA,Automatic,8.0,Gray,Gloss,Gray
Land,Rover Range Rover Sport Supercharged,2014,125000.0,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,8-Speed A/T,White,Brown,1,1,22500.0,5.0,8 CYLINDER,510.0,NA,NA,Automatic,8.0,White,Gloss,Brown
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,0,1,20000.0,2.0,4 CYLINDER,240.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Cadillac,XT5 Luxury,2019,44692.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Bronze Dune Metallic,Shara Beige,0,0,32368.0,3.6,V6,300.0,GDI,NA,Automatic,8.0,Miscellaneous,Metallic,Beige
Jaguar,F-TYPE R,2018,16002.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,0,1,74900.0,5.0,8 CYLINDER,550.0,NA,NA,Automatic,8.0,Black,Gloss,Red
Toyota,FJ Cruiser Base,2014,86000.0,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,0,1,41500.0,4.0,V6,260.0,NA,NA,Automatic,5.0,Blue,Gloss,Black
Toyota,Tundra SR5,2019,56000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,0,1,42000.0,5.7,8 CYLINDER,381.0,NA,NA,Automatic,6.0,Blue,Gloss,Black
Nissan,300ZX Base,1993,168000.0,–,–,5-Speed M/T,White,Black,0,1,7000.0,3.5,NA,310.0,NA,NA,Manual,5.0,White,Gloss,Black
RAM,1500 Sport,2017,41789.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,1,1,42500.0,5.7,8 CYLINDER,395.0,NA,NA,Automatic,8.0,Green,Gloss,Black
Ford,Focus SE,2014,60109.0,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,0,1,9499.0,2.0,4 CYLINDER,160.0,NA,NA,Automatic,6.0,Gray,Gloss,Black
Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,49995.0,2.0,4 CYLINDER,255.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Acura,TL Type S,2008,122000.0,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,0,1,11500.0,3.5,V6,286.0,NA,NA,Manual,6.0,Gray,Gloss,Beige
Land,Rover Range Rover HSE,2012,102800.0,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,0,1,16000.0,5.0,8 CYLINDER,385.0,NA,NA,Automatic,8.0,Gold,Gloss,Brown
MINI,Convertible Cooper,2022,15544.0,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,0,0,28000.0,1.5,3 CYLINDER,134.0,NA,NA,Automatic,8.0,Blue,Gloss,Brown
Mazda,CX-9 Signature,2019,69771.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Red,0,1,27500.0,2.5,4 CYLINDER,227.0,NA,NA,Automatic,8.0,Black,Gloss,Red
Acura,TLX Tech,2023,2118.0,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,0,0,41998.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,Red,Gloss,Black
Ford,F-150 Raptor,2021,28260.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Blue,0,1,72950.0,3.5,V6,450.0,NA,NA,Automatic,10.0,Blue,Gloss,Blue
Honda,Civic Si Base,2020,6025.0,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,0,1,27500.0,1.5,4 CYLINDER,205.0,NA,NA,Manual,6.0,Gray,Gloss,Gray
Hyundai,Elantra SE,2018,32697.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,1,1,15900.0,2.0,4 CYLINDER,147.0,NA,NA,Automatic,6.0,Gray,Gloss,Gray
Ford,Excursion Limited,2001,239000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,–,0,1,8000.0,6.8,10 CYLINDER,310.0,NA,NA,Automatic,8.0,White,Gloss,Miscellaneous
Jaguar,F-TYPE S British Design Edition,2017,34150.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,1,45999.0,3.0,V6,380.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Honda,Ridgeline RTL-E,2022,9642.0,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Radiant Red Metallic II,Black,0,0,38999.0,3.5,V6,300.0,GDI,NA,Automatic,9.0,Red,Metallic,Black
Pontiac,G6 GTP,2006,100545.0,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,0,1,5995.0,3.5,V6,201.0,NA,NA,Automatic,4.0,Gray,Gloss,Black
Mercedes-Benz,C-Class C300 4MATIC,2021,11111.0,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,0,0,38998.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,Gray,Gloss,Black
Toyota,FJ Cruiser Base,2007,162000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,0,1,23977.0,4.0,V6,239.0,NA,NA,Automatic,5.0,Black,Gloss,Black
Buick,Enclave Premium,2020,87555.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,1,1,31650.0,3.6,V6,300.0,GDI,NA,Automatic,9.0,Blue,Metallic,Miscellaneous
Chevrolet,Tahoe LTZ,2015,102200.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,25000.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Bentley,Continental GTC V8,2013,18950.0,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,77999.0,4.0,8 CYLINDER,500.0,NA,NA,Manual,6.0,White,Gloss,Black
Mercedes-Benz,SLK-Class SLK 350,2015,16000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,1,1,30500.0,3.5,V6,302.0,NA,NA,Automatic,7.0,White,Gloss,Red
Cadillac,Escalade Premium Luxury,2022,19250.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,0,1,86999.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,10.0,Black,Gloss,Black
BMW,535 i xDrive,2015,65000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,0,1,24995.0,3.0,STRAIGHT 6,300.0,NA,NA,Manual,6.0,Silver,Gloss,Black
MINI,Cooper S Base,2007,110022.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,0,1,6250.0,1.6,4 CYLINDER,172.0,NA,NA,Manual,6.0,Silver,Gloss,Black
Bentley,Continental GT Base,2012,79089.0,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,0,1,46999.0,6.0,12 CYLINDER,567.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Lexus,GX 460 Premium,2023,2533.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,64900.0,4.6,8 CYLINDER,301.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Audi,Q7 3.0T Premium Plus,2014,96273.0,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,1,1,15495.0,3.0,V6,280.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Cadillac,CT6 Luxury,2020,22187.0,Gasoline,3.6L V6 24V GDI DOHC,10-Speed Automatic,Manhattan Noir Metallic,Shara Beige,1,1,45480.0,3.6,V6,300.0,GDI,NA,Automatic,10.0,Miscellaneous,Metallic,Beige
GMC,Sierra 1500 SL Crew Cab,2009,137000.0,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Red,–,0,1,20000.0,4.8,8 CYLINDER,295.0,NA,NA,Automatic,8.0,Red,Gloss,Miscellaneous
Nissan,GT-R Premium,2009,60747.0,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,1,1,71999.0,3.8,V6,480.0,NA,NA,Automatic,6.0,White,Gloss,Miscellaneous
Dodge,Ram 1500 ST,2007,36500.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,0,1,16000.0,3.7,V6,210.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
Ford,Bronco Outer Banks,2021,19590.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,0,1,54999.0,2.7,V6,315.0,NA,NA,Automatic,10.0,Blue,Gloss,Gray
Nissan,GT-R Black Edition,2015,16850.0,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,95000.0,3.8,V6,545.0,NA,NA,Manual,6.0,White,Gloss,Black
Cadillac,Escalade ESV Sport,2021,4500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,0,0,105000.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,10.0,White,Gloss,Beige
Chevrolet,Cruze LT,2012,194000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,1,1,4900.0,1.4,4 CYLINDER,138.0,NA,NA,Automatic,6.0,Gray,Gloss,White
Lexus,GX 460 Base,2020,48210.0,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,1,1,47449.0,4.6,V8,310.0,MPFI,NA,Automatic,6.0,Gray,Gloss,Red
BMW,750 i,2018,81500.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,0,1,41250.0,4.4,8 CYLINDER,445.0,NA,NA,Automatic,8.0,White,Gloss,White
Ford,F-150 XLT,2021,77107.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,0,0,39995.0,3.5,V6,300.0,PDI,Twin Turbo,Automatic,10.0,Black,Metallic,Black
BMW,535 i xDrive,2015,58664.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,1,1,20950.0,3.0,STRAIGHT 6,300.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
Mitsubishi,Montero Limited,2004,145000.0,Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,8950.0,3.8,V6,215.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Lexus,LS 500 F Sport,2018,15055.0,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,59000.0,3.5,V6,416.0,NA,NA,Automatic,8.0,White,Gloss,Black
Lexus,LC 500 Base,2021,915.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,0,1,159000.0,5.0,8 CYLINDER,471.0,NA,NA,Automatic,10.0,Blue,Gloss,White
Mazda,MX-5 Miata Shinsen,2003,46873.0,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Blue,0,1,11500.0,1.8,4 CYLINDER,142.0,NA,NA,Manual,5.0,Gray,Gloss,Blue
Cadillac,Escalade ESV Premium Luxury,2021,53169.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,81500.0,6.2,8 CYLINDER,420.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Lexus,GX 460 Premium,2022,35700.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,1,1,51900.0,4.6,8 CYLINDER,301.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
Nissan,Pathfinder Platinum,2014,112600.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,1,1,13000.0,3.5,V6,260.0,NA,NA,Variable,7.0,Black,Gloss,Black
GMC,Yukon SLE,2015,112552.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Onyx Black,Jet Black,1,1,24440.0,5.3,V8,310.0,GDI,NA,Automatic,6.0,Black,Gloss,Black
BMW,M3 Base,2003,127273.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,0,1,15000.0,3.2,STRAIGHT 6,333.0,NA,NA,Manual,6.0,Silver,Gloss,Black
Lexus,IS 250 Base,2007,189887.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,1,1,3995.0,2.5,V6,204.0,NA,NA,Automatic,8.0,White,Gloss,Miscellaneous
BMW,640 i,2012,76465.0,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,1,1,22500.0,3.0,STRAIGHT 6,315.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Mitsubishi,Eclipse Spyder GT,2007,136400.0,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,1,1,6750.0,3.8,V6,260.0,NA,NA,Automatic,5.0,Red,Gloss,Gray
Ford,Thunderbird Deluxe,2004,79635.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,0,1,13500.0,3.9,8 CYLINDER,280.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Buick,Enclave 1XL,2011,170000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,1,1,4000.0,3.6,V6,288.0,NA,NA,Automatic,6.0,Gold,Gloss,Beige
Ford,F-150 XLT,2018,67650.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,0,1,30000.0,3.5,V6,375.0,NA,NA,Automatic,8.0,Blue,Gloss,Gray
Lexus,ES 350 Base,2016,119850.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,0,1,19000.0,3.5,V6,268.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Acura,TL Type S,2008,116500.0,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,0,1,15999.0,3.5,V6,286.0,NA,NA,Manual,6.0,Red,Gloss,Black
Mercury,Capri XR2,1993,120644.0,–,–,5-Speed M/T,Green,Gray,0,1,4200.0,3.5,NA,310.0,NA,NA,Manual,5.0,Green,Gloss,Gray
Ford,Transit Connect XLT,2010,169802.0,Gasoline,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Frozen White,Dark Gray,0,1,9985.0,2.0,I4,310.0,MPFI,NA,Automatic,4.0,White,Gloss,Gray
BMW,X3 M40i,2021,36905.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,0,1,50000.0,3.0,STRAIGHT 6,382.0,NA,NA,Manual,6.0,Blue,Gloss,Beige
Jeep,Gladiator Willys,2022,8400.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,1,1,47000.0,3.6,V6,285.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Hummer,H2 Base,2003,149961.0,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,1,1,12500.0,6.0,8 CYLINDER,316.0,NA,NA,Automatic,8.0,Beige,Gloss,Beige
Mercedes-Benz,C-Class C 63 AMG,2014,84500.0,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,0,1,41500.0,6.2,8 CYLINDER,451.0,NA,NA,Automatic,7.0,White,Gloss,Black
Lamborghini,Aventador LP700-4,2016,3254.0,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed Automatic with Auto-Shift,Bianco Isis,Giallo Taurus / Nero Ade,0,0,399900.0,6.5,V12,310.0,MPFI,NA,Automatic,7.0,Miscellaneous,Gloss,Miscellaneous
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,0,1,65000.0,4.0,8 CYLINDER,416.0,NA,NA,Automatic,8.0,Blue,Gloss,Brown
Nissan,GT-R Premium,2009,88000.0,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,1,1,57000.0,3.8,V6,480.0,NA,NA,Manual,6.0,White,Gloss,White
Audi,R8 4.2 quattro Spyder,2011,35322.0,Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,0,0,94900.0,4.2,V8,310.0,GDI,NA,Manual,6.0,Black,Gloss,Red
Acura,TLX A-Spec,2020,32500.0,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,0,1,32000.0,2.4,4 CYLINDER,206.0,NA,NA,Automatic,8.0,White,Gloss,Red
Audi,A6 3.0T Premium Plus,2016,71280.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,0,1,22000.0,3.0,V6,333.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
Porsche,Panamera 2,2011,37200.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,0,1,27500.0,3.6,V6,300.0,NA,NA,Automatic,7.0,Black,Gloss,Beige
Saturn,Sky Red Line,2008,94291.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,0,1,14500.0,2.0,4 CYLINDER,260.0,NA,NA,Automatic,8.0,White,Gloss,Miscellaneous
Maserati,Coupe Cambiocorsa,2006,54082.0,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,0,1,17000.0,4.2,8 CYLINDER,390.0,NA,NA,Manual,6.0,Blue,Gloss,Beige
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800.0,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,0,1,66000.0,2.0,4 CYLINDER,455.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
Jeep,Wrangler Sport,2016,86250.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,0,1,22000.0,3.6,V6,285.0,NA,NA,Automatic,5.0,White,Gloss,Black
BMW,X5 xDrive50i,2016,75479.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,0,1,27899.0,4.4,8 CYLINDER,445.0,NA,NA,Manual,6.0,Silver,Gloss,Black
